addr	name	kind	module	class	attributed_by	size
0042b1ff	Catch_All@0042b1ff	lib	_library	eh_funclets	eh	17
0042b220	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>	lib	_library	stl	stl-ns	4112
0042c250	FUN_0042c250	gamemisc	game_misc	_helpers_wrapper	role:wrapper	36
0042c280	FUN_0042c280	gamemisc	game_misc	_helpers_wrapper	role:wrapper	36
0042c2b0	FUN_0042c2b0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	42
0042c2e0	FUN_0042c2e0	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	99
0042c350	FUN_0042c350	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	77
0042c3a0	FUN_0042c3a0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	107
0042c410	FUN_0042c410	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	59
0042c450	cube::Speech::~Speech	game	entity	Speech	rtti	632
0042c6d0	vdispatch_42c6d0	gamemisc	game_misc	_helpers_dispatch	role:dispatch	24
0042c6f0	FUN_0042c6f0	gamemisc	world	Helpers	caller-vote	19
0042c710	FUN_0042c710	gamemisc	world	Helpers	caller-vote	261
0042c820	FUN_0042c820	gamemisc	game_misc	Unsorted_001	none	369
0042c9a0	FUN_0042c9a0	gamemisc	game_misc	Unsorted_001	none	299
0042cad0	FUN_0042cad0	gamemisc	game_misc	Unsorted_001	none	316
0042cc10	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>	lib	_library	stl	stl-ns	292
0042cd40	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>_Constructor_or_Destructor	lib	_library	stl	stl-ns	91
0042cd9b	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction1	lib	_library	stl	stl-ns	8
0042cdb0	std::basic_stringbuf<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::scalar_deleting_destructor	lib	_library	stl	stl-ns	47
0042cde0	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>_Constructor_or_Destructor	lib	_library	stl	stl-ns	119
0042ce60	cube::Speech::scalar_deleting_destructor	game	entity	Speech	rtti	33
0042ce81	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction2	lib	_library	stl	stl-ns	12
0042ce8d	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction3	lib	_library	stl	stl-ns	12
0042cea0	FUN_0042cea0	gamemisc	world	Helpers	caller-vote	47
0042ced0	FUN_0042ced0	gamemisc	game_misc	Unsorted_001	none	47
0042cf00	FUN_0042cf00	gamemisc	world	Helpers	caller-vote	55
0042cf40	FUN_0042cf40	gamemisc	game_misc	Unsorted_001	none	55
0042cf80	FUN_0042cf80	gamemisc	game_misc	Unsorted_001	none	55
0042cfc0	FUN_0042cfc0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	58
0042d000	FUN_0042d000	gamemisc	game_misc	_helpers_wrapper	role:wrapper	58
0042d040	FUN_0042d040	gamemisc	game_misc	_helpers_wrapper	role:wrapper	29
0042d060	FUN_0042d060	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	95
0042d0c0	FUN_0042d0c0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	123
0042d140	FUN_0042d140	gamemisc	entity	Helpers	caller-vote	92
0042d1a0	FUN_0042d1a0	gamemisc	entity	Helpers	caller-vote	164
0042d250	FUN_0042d250	gamemisc	entity	Helpers	caller-vote	169
0042d300	FUN_0042d300	gamemisc	game_misc	Unsorted_001	none	197
0042d3d0	FUN_0042d3d0	gamemisc	world	Helpers	caller-vote	77
0042d420	FUN_0042d420	gamemisc	game_misc	Unsorted_001	none	31
0042d440	FUN_0042d440	gamemisc	game_misc	Unsorted_001	none	30
0042d460	FUN_0042d460	gamemisc	game_misc	Unsorted_001	none	88
0042d4c0	FUN_0042d4c0	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	84
0042d520	FUN_0042d520	gamemisc	entity	Helpers	caller-vote	87
0042d580	FUN_0042d580	gamemisc	entity	Helpers	caller-vote	189
0042d640	FUN_0042d640	gamemisc	entity	Helpers	caller-vote	680
0042d8f0	FUN_0042d8f0	gamemisc	entity	Helpers	caller-vote	189
0042d9b0	FUN_0042d9b0	gamemisc	entity	Helpers	caller-vote	708
0042dc80	FUN_0042dc80	gamemisc	entity	Helpers	caller-vote	189
0042dd40	FUN_0042dd40	gamemisc	entity	Helpers	caller-vote	702
0042e000	FUN_0042e000	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	142
0042e090	World_findNearestEntityInRegion	gamemisc	world	Proven	ledger	380
0042e220	FUN_0042e220	gamemisc	game_misc	Unsorted_001	none	54
0042e260	std::basic_stringbuf<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction4	lib	_library	stl	stl-ns	517
0042e470	std::basic_stringbuf<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction5	lib	_library	stl	stl-ns	97
0042e4e0	std::basic_stringbuf<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction11	lib	_library	stl	stl-ns	489
0042e6d0	std::basic_stringbuf<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction12	lib	_library	stl	stl-ns	317
0042e810	std::basic_stringbuf<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::vfunction7	lib	_library	stl	stl-ns	103
0042e880	FUN_0042e880	gamemisc	game_misc	Unsorted_001	none	121
0042e900	mutator_42e900	gamemisc	game_misc	_helpers_mutator	role:mutator	30
0042e920	FUN_0042e920	gamemisc	world	Helpers	caller-vote	56
0042e960	FUN_0042e960	gamemisc	world	Unsorted	logic:caller-vote	62
0042e9a0	FUN_0042e9a0	gamemisc	world	Helpers	caller-vote	239
0042ea90	FUN_0042ea90	gamemisc	world	Helpers	caller-vote	273
0042ebb0	cube::Sprite::Sprite	game	entity	Sprite	rtti	199
0042ec80	std::basic_filebuf<char,std::char_traits<char>_>::~basic_filebuf<char,std::char_traits<char>_>	lib	_library	stl	stl-ns	67
0042ecd0	FUN_0042ecd0	gamemisc	world	Helpers	caller-vote	108
0042ed40	FUN_0042ed40	gamemisc	world	Helpers	caller-vote	108
0042edb0	FUN_0042edb0	gamemisc	world	Helpers	caller-vote	41
0042ede0	FUN_0042ede0	gamemisc	world	Helpers	caller-vote	44
0042ee10	FUN_0042ee10	gamemisc	game_misc	_helpers_wrapper	role:wrapper	37
0042ee40	FUN_0042ee40	gamemisc	game_misc	_helpers_wrapper	role:wrapper	37
0042ee65	std::basic_ifstream<char,std::char_traits<char>_>::vfunction1	lib	_library	stl	stl-ns	8
0042ee6d	std::basic_ofstream<char,std::char_traits<char>_>::vfunction1	lib	_library	stl	stl-ns	8
0042ee80	std::basic_filebuf<char,std::char_traits<char>_>::scalar_deleting_destructor	lib	_library	stl	stl-ns	91
0042eee0	FUN_0042eee0	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	65
0042ef30	FUN_0042ef30	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	65
0042ef80	cube::Sprite::scalar_deleting_destructor	game	entity	Sprite	rtti	163
0042f023	std::basic_ifstream<char,std::char_traits<char>_>::vfunction2	lib	_library	stl	stl-ns	12
0042f02f	std::basic_ofstream<char,std::char_traits<char>_>::vfunction3	lib	_library	stl	stl-ns	12
0042f040	FUN_0042f040	gamemisc	entity	Unsorted	logic:caller-vote	47
0042f070	FUN_0042f070	gamemisc	world	Helpers	caller-vote	331
0042f1c0	FUN_0042f1c0	gamemisc	entity	Helpers	caller-vote	117
0042f240	std::basic_filebuf<char,std::char_traits<char>_>::vfunction2	lib	_library	stl	stl-ns	16
0042f250	FUN_0042f250	gamemisc	world	Helpers	caller-vote	200
0042f318	Catch_All@0042f318	lib	_library	eh_funclets	eh	20
0042f330	FUN_0042f330	gamemisc	world	Helpers	caller-vote	153
0042f3d0	std::basic_filebuf<char,std::char_traits<char>_>::_Reset_back	lib	_library	stl	stl-ns	33
0042f400	std::basic_filebuf<char,std::char_traits<char>_>::_Set_back	lib	_library	stl	stl-ns	54
0042f440	std_vector_free	lib	_library	cw_lib	ledger	40
0042f470	std::basic_filebuf<char,std::char_traits<char>_>::vfunction3	lib	_library	stl	stl-ns	16
0042f480	FUN_0042f480	gamemisc	world	Helpers	caller-vote	91
0042f4e0	FUN_0042f4e0	gamemisc	entity	Helpers	caller-vote	189
0042f5a0	FUN_0042f5a0	gamemisc	entity	Helpers	caller-vote	674
0042f850	std::basic_filebuf<char,std::char_traits<char>_>::vfunction15	lib	_library	stl	stl-ns	62
0042f890	FUN_0042f890	gamemisc	world	Helpers	caller-vote	269
0042f9a0	World_loadVoxelModel	game	world	Proven	ledger	656
0042fc30	std::basic_filebuf<char,std::char_traits<char>_>::vfunction4	lib	_library	stl	stl-ns	483
0042fe20	std::basic_filebuf<char,std::char_traits<char>_>::vfunction5	lib	_library	stl	stl-ns	136
0042feb0	FUN_0042feb0	gamemisc	game_misc	Unsorted_001	none	143
0042ff40	FUN_0042ff40	gamemisc	world	Helpers	caller-vote	243
00430033	Catch_All@00430033	lib	_library	eh_funclets	eh	17
00430050	std::basic_filebuf<char,std::char_traits<char>_>::vfunction11	lib	_library	stl	stl-ns	242
00430150	std::basic_filebuf<char,std::char_traits<char>_>::vfunction12	lib	_library	stl	stl-ns	219
00430230	World_buildVoxelMesh	game	world	Proven	ledger	501
00430440	std::basic_filebuf<char,std::char_traits<char>_>::vfunction13	lib	_library	stl	stl-ns	137
004304d0	std::basic_filebuf<char,std::char_traits<char>_>::vfunction14	lib	_library	stl	stl-ns	46
00430500	std::basic_filebuf<char,std::char_traits<char>_>::vfunction8	lib	_library	stl	stl-ns	492
004306f0	std::basic_filebuf<char,std::char_traits<char>_>::vfunction7	lib	_library	stl	stl-ns	61
00430730	FUN_00430730	gamemisc	world	Helpers	caller-vote	77
00430780	FUN_00430780	gamemisc	world	Helpers	caller-vote	227
00430870	FUN_00430870	gamemisc	world	Helpers	caller-vote	161
00430911	Catch_All@00430911	lib	_library	eh_funclets	eh	20
00430930	FUN_00430930	gamemisc	world	Helpers	caller-vote	515
00430b40	FUN_00430b40	gamemisc	world	Helpers	caller-vote	525
00430d18	Catch_All@00430d18	lib	_library	eh_funclets	eh	20
00430d70	FUN_00430d70	gamemisc	world	Helpers	caller-vote	257
00430e4d	Catch_All@00430e4d	lib	_library	eh_funclets	eh	20
00430e90	cube::SpriteManager::SpriteManager	game	entity	SpriteManager	rtti	42
00430ec0	FUN_00430ec0	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	64
00430f00	cube::SpriteManager::~SpriteManager	game	entity	SpriteManager	rtti	154
00430fa0	FUN_00430fa0	gamemisc	world	Helpers	caller-vote	61
00430fe0	FUN_00430fe0	gamemisc	world	Helpers	caller-vote	54
00431020	FUN_00431020	gamemisc	world	Helpers	caller-vote	318
00431170	cube::SpriteManager::scalar_deleting_destructor	game	entity	SpriteManager	rtti	33
004311a0	FUN_004311a0	gamemisc	world	Helpers	caller-vote	74
004311f0	FUN_004311f0	gamemisc	world	Helpers	caller-vote	237
004312e0	FUN_004312e0	gamemisc	world	Helpers	caller-vote	287
00431400	loadVoxelModels	gamemisc	world	Proven	ledger	187427
0045f030	FUN_0045f030	gamemisc	world	Helpers	caller-vote	67
0045f080	FUN_0045f080	gamemisc	world	Helpers	caller-vote	146
0045f120	FUN_0045f120	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	51
0045f160	FUN_0045f160	gamemisc	game_misc	Unsorted_001	none	97
0045f1d0	FUN_0045f1d0	gamemisc	game_misc	Unsorted_001	none	122
0045f250	FUN_0045f250	lib	_library	sqlite	lib-island	101
0045f310	FUN_0045f310	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	18
0045f330	FUN_0045f330	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	18
0045f350	FUN_0045f350	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	18
0045f370	FUN_0045f370	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	12
0045f380	FUN_0045f380	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	89
0045f3e0	FUN_0045f3e0	gamemisc	game_misc	_indirect_callback	role:callback	449
0045f5b0	FUN_0045f5b0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	532
0045f7d0	FUN_0045f7d0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	123
0045f850	FUN_0045f850	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	13
0045f860	FUN_0045f860	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	11
0045f870	FUN_0045f870	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	35
0045f8a0	FUN_0045f8a0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	173
0045f950	FUN_0045f950	gamemisc	game_misc	_helpers_wrapper	role:wrapper	49
0045f990	FUN_0045f990	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	63
0045f9d0	FUN_0045f9d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	33
0045fa00	FUN_0045fa00	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	37
0045fa30	FUN_0045fa30	gamemisc	game_misc	_helpers_wrapper	role:wrapper	63
0045fa70	FUN_0045fa70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	37
0045faa0	FUN_0045faa0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	38
0045fad0	FUN_0045fad0	gamemisc	game_misc	Unsorted_001	none	91
0045fb30	FUN_0045fb30	lib	_library	sqlite	lib-string	81
0045fb90	FUN_0045fb90	gamemisc	game_misc	_helpers_wrapper	role:wrapper	63
0045fbd0	FUN_0045fbd0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	90
0045fc30	FUN_0045fc30	lib	_library	sqlite	lib-island	92
0045fc90	FUN_0045fc90	lib	_library	sqlite	lib-island	77
0045fce0	FUN_0045fce0	gamemisc	game_misc	_artifacts	role:artifact	48
0045fd10	FUN_0045fd10	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	63
0045fd50	FUN_0045fd50	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	63
0045fd90	FUN_0045fd90	gamemisc	game_misc	_artifacts	role:artifact	42
0045fdc0	FUN_0045fdc0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	198
0045fe90	FUN_0045fe90	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	63
0045fed0	FUN_0045fed0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	13
0045fee0	FUN_0045fee0	gamemisc	game_misc	_artifacts	role:artifact	88
0045ff40	FUN_0045ff40	gamemisc	game_misc	Unsorted_001	none	96
0045ffa0	FUN_0045ffa0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	99
00460010	FUN_00460010	gamemisc	game_misc	_artifacts	role:artifact	855
00460380	FUN_00460380	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	111
004603f0	FUN_004603f0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	135
00460480	FUN_00460480	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	112
004604f0	FUN_004604f0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	145
00460590	FUN_00460590	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	74
004605e0	FUN_004605e0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	74
00460630	FUN_00460630	gamemisc	game_misc	_artifacts	role:artifact	354
004607a0	FUN_004607a0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	61
004607e0	FUN_004607e0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	12
004607f0	FUN_004607f0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	18
00460810	FUN_00460810	gamemisc	game_misc	_artifacts	role:artifact	182
004608d0	FUN_004608d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	63
00460910	FUN_00460910	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	72
00460960	FUN_00460960	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	72
004609b0	FUN_004609b0	gamemisc	game_misc	_artifacts	role:artifact	637
00460c30	FUN_00460c30	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	208
00460d00	FUN_00460d00	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	72
00460d50	FUN_00460d50	lib	_library	sqlite	lib-string	1468
00461310	FUN_00461310	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	15
00461320	FUN_00461320	gamemisc	game_misc	Unsorted_001	none	212
00461400	FUN_00461400	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	26
00461420	FUN_00461420	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	262
00461530	FUN_00461530	gamemisc	game_misc	_artifacts	role:artifact	111
00461610	FUN_00461610	gamemisc	game_misc	_artifacts	role:artifact	378
0046178a	FUN_0046178a	gamemisc	game_misc	_artifacts	role:artifact	1018
00461bb0	FUN_00461bb0	gamemisc	game_misc	Unsorted_001	none	283
00461cd0	FUN_00461cd0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	176
00461d80	FUN_00461d80	gamemisc	game_misc	Unsorted_001	none	251
00461e80	FUN_00461e80	gamemisc	game_misc	_artifacts	role:artifact	478
00462070	FUN_00462070	gamemisc	game_misc	Unsorted_001	none	216
00462150	FUN_00462150	gamemisc	game_misc	Unsorted_001	none	254
00462250	FUN_00462250	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	103
004622c0	FUN_004622c0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	22
004622e0	FUN_004622e0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	75
00462330	FUN_00462330	gamemisc	game_misc	_artifacts	role:artifact	1221
004628d0	FUN_004628d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	53
00462910	FUN_00462910	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	24
00462930	FUN_00462930	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	528
00462b60	FUN_00462b60	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	505
00462d70	FUN_00462d70	lib	_library	sqlite	lib-string	266
00462e80	FUN_00462e80	lib	_library	sqlite	lib-island	24
00462eb0	FUN_00462eb0	gamemisc	game_misc	_artifacts	role:artifact	300
00462fe0	FUN_00462fe0	gamemisc	db	Helpers	caller-vote	18
00463000	FUN_00463000	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	286
00463120	FUN_00463120	lib	_library	sqlite	lib-island	1284
00463630	FUN_00463630	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	178
004636f0	FUN_004636f0	lib	_library	sqlite	lib-island	232
004637e0	FUN_004637e0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	126
00463860	FUN_00463860	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	764
00463b60	fwd_00461d80_463b60	gamemisc	game_misc	_helpers_thunk	role:thunk	23
00463b80	FUN_00463b80	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	87
00463be0	FUN_00463be0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	120
00463c60	fwd_00462150_463c60	gamemisc	game_misc	_helpers_thunk	role:thunk	23
00463c80	FUN_00463c80	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	95
00463ce0	fwd_00461bb0_463ce0	gamemisc	game_misc	_helpers_thunk	role:thunk	23
00463d00	FUN_00463d00	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	72
00463d50	FUN_00463d50	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	168
00463e00	FUN_00463e00	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	27
00463e20	FUN_00463e20	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	104
00463e90	FUN_00463e90	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	215
00463f70	FUN_00463f70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	9
00463f80	FUN_00463f80	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	425
00464130	FUN_00464130	gamemisc	game_misc	Unsorted_001	none	168
004641e0	FUN_004641e0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	132
00464270	FUN_00464270	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	153
00464310	FUN_00464310	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	270
00464420	FUN_00464420	lib	_library	sqlite	lib-string	2001
00464c00	FUN_00464c00	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	201
00464cd0	FUN_00464cd0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	82
00464d30	FUN_00464d30	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	25
00464d50	FUN_00464d50	gamemisc	game_misc	_helpers_wrapper	role:wrapper	26
00464d70	FUN_00464d70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	30
00464d90	FUN_00464d90	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	173
00464e40	FUN_00464e40	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	30
00464e60	fwd_0054a5e4_464e60	gamemisc	game_misc	_helpers_thunk	role:thunk	17
00464e80	FUN_00464e80	lib	_library	sqlite	lib-island	150
00464f20	FUN_00464f20	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	121
00464fa0	FUN_00464fa0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	126
00465020	FUN_00465020	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	23
00465040	FUN_00465040	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	22
00465060	fwd_0054a68c_465060	gamemisc	game_misc	_helpers_thunk	role:thunk	14
00465070	FUN_00465070	gamemisc	game_misc	Unsorted_001	none	110
004650e0	FUN_004650e0	lib	_library	sqlite	lib-island	22
00465100	FUN_00465100	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	24
00465120	FUN_00465120	lib	_library	sqlite	lib-island	22
00465140	FUN_00465140	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	177
00465200	FUN_00465200	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	11
00465210	FUN_00465210	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	260
00465320	FUN_00465320	lib	_library	sqlite	lib-island	170
004653d0	FUN_004653d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	393
004655a0	vdispatch_4655a0	gamemisc	game_misc	_helpers_dispatch	role:dispatch	48
004655d0	FUN_004655d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	86
00465630	FUN_00465630	gamemisc	game_misc	_helpers_wrapper	role:wrapper	66
00465680	FUN_00465680	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	156
00465720	FUN_00465720	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	737
00465a30	FUN_00465a30	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	30
00465a50	FUN_00465a50	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	332
00465ba0	FUN_00465ba0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	96
00465c00	FUN_00465c00	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	64
00465c40	FUN_00465c40	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	14
00465c50	FUN_00465c50	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	11
00465c60	FUN_00465c60	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	11
00465c70	FUN_00465c70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	18
00465c90	FUN_00465c90	gamemisc	game_misc	Unsorted_001	none	904
004660e0	FUN_004660e0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	204
004661b0	FUN_004661b0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	84
00466210	FUN_00466210	lib	_library	sqlite	lib-island	174
004662c0	FUN_004662c0	gamemisc	game_misc	_artifacts	role:artifact	203
00466390	FUN_00466390	gamemisc	game_misc	Unsorted_001	none	169
00466440	FUN_00466440	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	420
004665f0	FUN_004665f0	gamemisc	game_misc	Unsorted_001	none	217
004666d0	FUN_004666d0	lib	_library	sqlite	lib-island	33
00466700	FUN_00466700	lib	_library	sqlite	lib-island	139
00466790	vdispatch_466790	gamemisc	game_misc	_helpers_dispatch	role:dispatch	74
004667da	FUN_004667da	gamemisc	game_misc	_artifacts	role:artifact	676
00466a80	FUN_00466a80	lib	_library	sqlite	lib-island	90
00466ae0	FUN_00466ae0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	64
00466b20	FUN_00466b20	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	22
00466b40	FUN_00466b40	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	22
00466b60	FUN_00466b60	gamemisc	game_misc	_artifacts	role:artifact	620
00466dd0	FUN_00466dd0	lib	_library	sqlite	lib-island	152
00466e80	FUN_00466e80	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	30
00466ea0	FUN_00466ea0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	114
00466f30	FUN_00466f30	gamemisc	game_misc	Unsorted_001	none	101
00466fa0	FUN_00466fa0	lib	_library	sqlite	lib-island	88
00467000	FUN_00467000	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	82
00467060	FUN_00467060	gamemisc	game_misc	_artifacts	role:artifact	251
00467170	FUN_00467170	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	72
004671c0	FUN_004671c0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	264
004672d0	FUN_004672d0	gamemisc	game_misc	_artifacts	role:artifact	238
004673c0	FUN_004673c0	lib	_library	sqlite	lib-island	2478
00467d70	FUN_00467d70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	72
00467dc0	FUN_00467dc0	lib	_library	sqlite	lib-island	246
00467ec0	FUN_00467ec0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	11
00467ed0	FUN_00467ed0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	107
00467f40	FUN_00467f40	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	11
00467f50	fwd_004834d0_467f50	gamemisc	game_misc	_helpers_thunk	role:thunk	23
00467f70	FUN_00467f70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	242
00468070	FUN_00468070	lib	_library	sqlite	lib-island	329
004681c0	FUN_004681c0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	441
00468380	FUN_00468380	lib	_library	sqlite	lib-island	88
004683e0	FUN_004683e0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	9
