addr	name	kind	module	class	attributed_by	size
006c4ee0	FUN_006c4ee0	gamemisc	game_misc	Unsorted_005	none	296
006c5010	FUN_006c5010	gamemisc	game_misc	Unsorted_005	none	253
006c5120	FUN_006c5120	gamemisc	game_misc	Unsorted_005	none	420
006c52d0	FUN_006c52d0	gamemisc	game_misc	Unsorted_005	none	584
006c5520	FUN_006c5520	gamemisc	game_misc	Unsorted_005	none	268
006c5630	FUN_006c5630	gamemisc	game_misc	Unsorted_005	none	1096
006c5a90	FUN_006c5a90	gamemisc	game_misc	Unsorted_005	none	930
006c5e40	FUN_006c5e40	gamemisc	game_misc	Unsorted_005	none	1269
006c6340	FUN_006c6340	gamemisc	game_misc	Unsorted_005	none	132
006c63d0	FUN_006c63d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	161
006c6480	FUN_006c6480	gamemisc	game_misc	Unsorted_005	none	80
006c64d0	FUN_006c64d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	109
006c6540	FUN_006c6540	gamemisc	game_misc	Unsorted_005	none	222
006c6620	FUN_006c6620	gamemisc	game_misc	Unsorted_005	none	613
006c6890	FUN_006c6890	gamemisc	game_misc	_helpers_ctor-like	role:ctor-like	506
006c6a90	FUN_006c6a90	gamemisc	game_misc	Unsorted_005	none	582
006c6ce0	FUN_006c6ce0	gamemisc	game_misc	Unsorted_005	none	1813
006c7400	FUN_006c7400	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	300
006c7530	FUN_006c7530	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	171
006c75e0	FUN_006c75e0	gamemisc	game_misc	Unsorted_005	none	275
006c7700	FUN_006c7700	gamemisc	game_misc	Unsorted_005	none	200
006c77d0	FUN_006c77d0	gamemisc	game_misc	_helpers_ctor-like	role:ctor-like	405
006c7970	FUN_006c7970	gamemisc	game_misc	Unsorted_005	none	248
006c7ab0	FUN_006c7ab0	gamemisc	game_misc	Unsorted_005	none	372
006c7c30	FUN_006c7c30	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	509
006c7e30	FUN_006c7e30	gamemisc	game_misc	Unsorted_005	none	482
006c8020	FUN_006c8020	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	579
006c83c0	FUN_006c83c0	gamemisc	game_misc	_artifacts	role:artifact	354
006c8670	FUN_006c8670	gamemisc	game_misc	Unsorted_005	none	21
006c8710	FUN_006c8710	gamemisc	game_misc	Unsorted_005	none	217
006c87f0	FUN_006c87f0	gamemisc	game_misc	Unsorted_005	none	93
006c8850	fwd_0068d7b0_6c8850	gamemisc	game_misc	_helpers_thunk	role:thunk	20
006c8870	FUN_006c8870	gamemisc	game_misc	Unsorted_005	none	129
006c8910	FUN_006c8910	gamemisc	game_misc	_artifacts	role:artifact	830
006c8f80	FUN_006c8f80	gamemisc	game_misc	_artifacts	role:artifact	287
006c9b20	FUN_006c9b20	gamemisc	game_misc	_artifacts	role:artifact	380
006c9ca0	FUN_006c9ca0	gamemisc	game_misc	_artifacts	role:artifact	692
006ca150	FUN_006ca150	gamemisc	game_misc	Unsorted_005	none	354
006ca2c0	FUN_006ca2c0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	35
006ca2f0	FUN_006ca2f0	gamemisc	game_misc	_artifacts	role:artifact	1229
006ca960	FUN_006ca960	gamemisc	game_misc	_artifacts	role:artifact	724
006cac40	FUN_006cac40	gamemisc	game_misc	_artifacts	role:artifact	803
006cb000	FUN_006cb000	gamemisc	game_misc	Unsorted_005	none	80
006cb050	FUN_006cb050	gamemisc	game_misc	Unsorted_005	none	297
006cb180	FUN_006cb180	gamemisc	game_misc	_helpers_wrapper	role:wrapper	26
006cb1a0	FUN_006cb1a0	gamemisc	game_misc	Unsorted_005	none	13
006cb1b0	FUN_006cb1b0	gamemisc	game_misc	Unsorted_005	none	399
006cb340	FUN_006cb340	gamemisc	game_misc	_artifacts	role:artifact	673
006cb7b0	FUN_006cb7b0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	42
006cb7e0	FUN_006cb7e0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	42
006cb810	FUN_006cb810	gamemisc	game_misc	Unsorted_005	none	2030
006cc020	FUN_006cc020	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	15
006cc5a0	fwd_0068d770_6cc5a0	gamemisc	game_misc	_helpers_thunk	role:thunk	29
006cc610	FUN_006cc610	gamemisc	game_misc	Unsorted_005	none	112
006cc680	FUN_006cc680	gamemisc	engine	Helpers	caller-vote	42
006cc6b0	MSVCR110.DLL::free	lib	_library	imports	import-ns	5
006cc6c0	FUN_006cc6c0	gamemisc	game_misc	Unsorted_005	none	58
006cc700	FUN_006cc700	gamemisc	game_misc	Unsorted_005	none	224
006cc7e0	FUN_006cc7e0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	105
006cc850	FUN_006cc850	gamemisc	game_misc	Unsorted_005	none	57
006cc890	FUN_006cc890	gamemisc	game_misc	_helpers_wrapper	role:wrapper	76
006cc8e0	FUN_006cc8e0	gamemisc	game_misc	Unsorted_005	none	197
006cc9b0	FUN_006cc9b0	gamemisc	game_misc	Unsorted_005	none	87
006cca10	FUN_006cca10	gamemisc	game_misc	Unsorted_005	none	98
006cca80	FUN_006cca80	gamemisc	game_misc	Unsorted_005	none	34
006ccab0	FUN_006ccab0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	82
006ccb10	FUN_006ccb10	gamemisc	game_misc	Unsorted_005	none	91
006ccb70	FUN_006ccb70	gamemisc	game_misc	Unsorted_005	none	668
006cce10	FUN_006cce10	gamemisc	game_misc	_helpers_wrapper	role:wrapper	72
006cce60	fwd_006ccb10_6cce60	gamemisc	game_misc	_helpers_thunk	role:thunk	23
006cce80	FUN_006cce80	gamemisc	game_misc	_helpers_wrapper	role:wrapper	54
006ccec0	FUN_006ccec0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	58
006ccf00	FUN_006ccf00	gamemisc	game_misc	Unsorted_005	none	104
006ccf70	FUN_006ccf70	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	177
006cd030	FUN_006cd030	gamemisc	game_misc	_helpers_wrapper	role:wrapper	43
006cd080	FUN_006cd080	gamemisc	game_misc	Unsorted_005	none	170
006cd130	FUN_006cd130	gamemisc	game_misc	Unsorted_005	none	1240
006cd620	FUN_006cd620	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	158
006cd6c0	FUN_006cd6c0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	386
006cd850	FUN_006cd850	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	31
006cd870	FUN_006cd870	gamemisc	game_misc	Unsorted_005	none	228
006cd960	vdispatch_6cd960	gamemisc	game_misc	_helpers_dispatch	role:dispatch	55
006cd9a0	FUN_006cd9a0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	126
006cdf30	vdispatch_6cdf30	gamemisc	game_misc	_helpers_dispatch	role:dispatch	14
006cdf40	FUN_006cdf40	gamemisc	game_misc	Unsorted_005	none	106
006cdfb0	FUN_006cdfb0	gamemisc	game_misc	Unsorted_005	none	153
006ce050	FUN_006ce050	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	139
006cead0	vdispatch_6cead0	gamemisc	game_misc	_helpers_dispatch	role:dispatch	57
006ceb10	FUN_006ceb10	gamemisc	game_misc	_helpers_wrapper	role:wrapper	63
006ceb50	vdispatch_6ceb50	gamemisc	game_misc	_helpers_dispatch	role:dispatch	63
006ceb90	FUN_006ceb90	lib	_library	zlib	lib-string	894
006cef50	FUN_006cef50	gamemisc	game_misc	_indirect_callback	role:callback	295
006cf090	fwd_00692230_6cf090	gamemisc	game_misc	_helpers_thunk	role:thunk	29
006cf0c0	thunk_FUN_006cf090	gamemisc	game_misc	Unsorted_005	none	5
006cf0e0	FUN_006cf0e0	gamemisc	game_misc	Unsorted_005	none	322
006cf230	fwd_006ceb50_6cf230	gamemisc	game_misc	_helpers_thunk	role:thunk	41
006cf260	FUN_006cf260	gamemisc	game_misc	_helpers_wrapper	role:wrapper	77
006cf2b0	FUN_006cf2b0	gamemisc	game_misc	Unsorted_005	none	114
006cf330	FUN_006cf330	gamemisc	game_misc	Unsorted_005	none	110
006cf3a0	FUN_006cf3a0	gamemisc	game_misc	Unsorted_005	none	60
006cf3f0	FUN_006cf3f0	gamemisc	game_misc	Unsorted_005	none	155
006cf4e0	FUN_006cf4e0	gamemisc	game_misc	Unsorted_005	none	69
006cf530	FUN_006cf530	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	237
006cf620	FUN_006cf620	gamemisc	game_misc	Unsorted_005	none	142
006cf6b0	FUN_006cf6b0	gamemisc	game_misc	Unsorted_005	none	326
006cf7f6	GLU32.DLL::gluNewTess	lib	_library	imports	import-ns	6
006cf7fc	GLU32.DLL::gluDeleteTess	lib	_library	imports	import-ns	6
006cf802	GLU32.DLL::gluTessBeginPolygon	lib	_library	imports	import-ns	6
006cf808	GLU32.DLL::gluTessBeginContour	lib	_library	imports	import-ns	6
006cf80e	GLU32.DLL::gluTessVertex	lib	_library	imports	import-ns	6
006cf814	GLU32.DLL::gluTessEndContour	lib	_library	imports	import-ns	6
006cf81a	GLU32.DLL::gluTessEndPolygon	lib	_library	imports	import-ns	6
006cf820	GLU32.DLL::gluTessProperty	lib	_library	imports	import-ns	6
006cf826	GLU32.DLL::gluTessCallback	lib	_library	imports	import-ns	6
006cf830	plasma::RenderSurface::RenderSurface	game	engine	RenderSurface	rtti	81
006cf890	plasma::RenderSurface::~RenderSurface	game	engine	RenderSurface	rtti	7
006cf8a0	plasma::RenderSurface::deleting_destructor	game	engine	RenderSurface	rtti	31
006cf8c2	KERNEL32.DLL::IsProcessorFeaturePresent	lib	_library	imports	import-ns	6
006cf8c8	MSVCR110.DLL::strncpy	lib	_library	imports	import-ns	6
006cf8ce	MSVCR110.DLL::strrchr	lib	_library	imports	import-ns	6
006cf8d4	MSVCR110.DLL::atol	lib	_library	imports	import-ns	6
006cf8da	MSVCR110.DLL::strstr	lib	_library	imports	import-ns	6
006cf8e0	FUN_006cf8e0	gamemisc	audio	Helpers	caller-vote	242
006cf9e0	FUN_006cf9e0	gamemisc	audio	Helpers	caller-vote	130
006cfa70	FUN_006cfa70	gamemisc	audio	Helpers	caller-vote	727
006cfd50	FUN_006cfd50	gamemisc	audio	Helpers	caller-vote	324
006cfea0	FUN_006cfea0	gamemisc	audio	Helpers	caller-vote	267
006cffb0	FUN_006cffb0	gamemisc	audio	Helpers	caller-vote	619
006d0230	FUN_006d0230	gamemisc	audio	Helpers	caller-vote	51
006d0270	FUN_006d0270	gamemisc	audio	Helpers	caller-vote	26
006d0290	FUN_006d0290	gamemisc	audio	Helpers	caller-vote	103
006d0300	FUN_006d0300	gamemisc	audio	Helpers	caller-vote	20
006d0320	FUN_006d0320	gamemisc	audio	Helpers	caller-vote	242
006d0420	FUN_006d0420	gamemisc	audio	Helpers	caller-vote	17
006d0440	FUN_006d0440	gamemisc	game_misc	_artifacts	role:artifact	43
006d0470	FUN_006d0470	gamemisc	audio	Helpers	caller-vote	132
006d0500	FUN_006d0500	gamemisc	audio	Helpers	caller-vote	258
006d0610	FUN_006d0610	gamemisc	audio	Helpers	caller-vote	426
006d07c0	FUN_006d07c0	gamemisc	game_misc	_artifacts	role:artifact	51
006d0800	FUN_006d0800	gamemisc	game_misc	_artifacts	role:artifact	794
006d0b20	FUN_006d0b20	gamemisc	audio	Helpers	caller-vote	37
006d0b50	FUN_006d0b50	gamemisc	audio	Helpers	caller-vote	85
006d0bb0	FUN_006d0bb0	gamemisc	audio	Helpers	caller-vote	1639
006d1220	FUN_006d1220	gamemisc	audio	Helpers	caller-vote	55
006d1260	FUN_006d1260	gamemisc	audio	Helpers	caller-vote	128
006d12e0	FUN_006d12e0	gamemisc	audio	Helpers	caller-vote	644
006d1570	FUN_006d1570	gamemisc	audio	Helpers	caller-vote	924
006d1920	FUN_006d1920	gamemisc	audio	Helpers	caller-vote	159
006d19d0	FUN_006d19d0	gamemisc	audio	Helpers	caller-vote	179
006d1ab0	FUN_006d1ab0	gamemisc	audio	Helpers	caller-vote	96
006d1b10	FUN_006d1b10	gamemisc	audio	Helpers	caller-vote	109
006d1b80	FUN_006d1b80	gamemisc	audio	_indirect_callback	role:callback	33
006d1c20	FUN_006d1c20	gamemisc	audio	Helpers	caller-vote	728
006d1f00	FUN_006d1f00	gamemisc	audio	Helpers	caller-vote	158
006d1fa0	FUN_006d1fa0	gamemisc	audio	Helpers	caller-vote	406
006d2140	FUN_006d2140	gamemisc	game_misc	_helpers_wrapper	role:wrapper	82
006d21b0	FUN_006d21b0	gamemisc	audio	Helpers	caller-vote	1714
006d2870	FUN_006d2870	gamemisc	game_misc	_artifacts	role:artifact	307
006d29b0	FUN_006d29b0	gamemisc	audio	Helpers	caller-vote	78
006d2a00	FUN_006d2a00	gamemisc	game_misc	_artifacts	role:artifact	91
006d2a60	FUN_006d2a60	gamemisc	game_misc	Unsorted_005	none	743
006d2d60	FUN_006d2d60	gamemisc	game_misc	Unsorted_005	none	868
006d30d0	FUN_006d30d0	gamemisc	game_misc	_indirect_callback	role:callback	191
006d3250	FUN_006d3250	gamemisc	game_misc	_indirect_callback	role:callback	927
006d3600	FUN_006d3600	gamemisc	game_misc	_artifacts	role:artifact	33
006d3630	FUN_006d3630	gamemisc	game_misc	Unsorted_005	none	348
006d3790	FUN_006d3790	gamemisc	game_misc	Unsorted_005	none	98
006d3800	FUN_006d3800	gamemisc	game_misc	_helpers_wrapper	role:wrapper	63
006d3840	FUN_006d3840	gamemisc	audio	Helpers	caller-vote	946
006d3c20	FUN_006d3c20	gamemisc	game_misc	Unsorted_005	none	2146
006d4490	FUN_006d4490	gamemisc	game_misc	Unsorted_005	none	834
006d47e0	FUN_006d47e0	gamemisc	game_misc	Unsorted_005	none	130
006d4870	FUN_006d4870	gamemisc	game_misc	_indirect_callback	role:callback	41
006d48a0	FUN_006d48a0	gamemisc	game_misc	_artifacts	role:artifact	278
006d49c0	FUN_006d49c0	gamemisc	game_misc	Unsorted_005	none	338
006d4b20	FUN_006d4b20	gamemisc	game_misc	Unsorted_005	none	842
006d4e80	FUN_006d4e80	gamemisc	game_misc	Unsorted_005	none	1557
006d54c0	FUN_006d54c0	gamemisc	game_misc	Unsorted_005	none	252
006d55d0	FUN_006d55d0	gamemisc	game_misc	Unsorted_005	none	391
006d5760	FUN_006d5760	gamemisc	game_misc	Unsorted_005	none	406
006d5910	FUN_006d5910	gamemisc	game_misc	_artifacts	role:artifact	191
006d59d0	FUN_006d59d0	gamemisc	game_misc	Unsorted_005	none	2381
006d6460	empty_stub_6d6460	gamemisc	game_misc	_helpers_stub	role:stub	34
006d6490	FUN_006d6490	gamemisc	audio	Helpers	caller-vote	179
006d6550	FUN_006d6550	gamemisc	game_misc	_artifacts	role:artifact	2236
006d6e60	FUN_006d6e60	gamemisc	game_misc	_helpers_wrapper	role:wrapper	32
006d6eb0	FUN_006d6eb0	gamemisc	game_misc	Unsorted_005	none	516
006d70c0	FUN_006d70c0	gamemisc	game_misc	Unsorted_005	none	3787
006d7fc0	FUN_006d7fc0	gamemisc	game_misc	Unsorted_005	none	1094
006d8420	FUN_006d8420	gamemisc	game_misc	Unsorted_005	none	538
006d8650	fwd_006d8670_6d8650	gamemisc	game_misc	_helpers_thunk	role:thunk	26
006d8670	FUN_006d8670	gamemisc	game_misc	Unsorted_005	none	500
006d8870	FUN_006d8870	gamemisc	game_misc	_helpers_wrapper	role:wrapper	76
006d88c0	FUN_006d88c0	gamemisc	game_misc	_artifacts	role:artifact	57
006d8900	FUN_006d8900	gamemisc	audio	Helpers	caller-vote	140
006d8990	FUN_006d8990	gamemisc	game_misc	Unsorted_005	none	871
006d8d10	FUN_006d8d10	gamemisc	game_misc	Unsorted_005	none	424
006d8ec0	FUN_006d8ec0	gamemisc	game_misc	Unsorted_005	none	613
006d9130	FUN_006d9130	gamemisc	game_misc	_artifacts	role:artifact	461
006d9300	FUN_006d9300	gamemisc	game_misc	Unsorted_005	none	441
006d94c0	FUN_006d94c0	gamemisc	game_misc	Unsorted_005	none	1887
006d9c20	FUN_006d9c20	gamemisc	game_misc	_artifacts	role:artifact	611
006d9e90	FUN_006d9e90	gamemisc	game_misc	_artifacts	role:artifact	177
006d9f50	FUN_006d9f50	gamemisc	game_misc	Unsorted_005	none	596
006da1b0	FUN_006da1b0	gamemisc	audio	Helpers	caller-vote	62
006da1f0	FUN_006da1f0	gamemisc	audio	Helpers	caller-vote	687
006da4b0	FUN_006da4b0	gamemisc	game_misc	Unsorted_005	none	25
006da4e0	FUN_006da4e0	gamemisc	game_misc	Unsorted_005	none	557
006da730	FUN_006da730	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	414
006da8d0	FUN_006da8d0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	273
006da9f0	FUN_006da9f0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	526
006dac00	FUN_006dac00	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	86
006dac60	FUN_006dac60	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	640
006daee0	FUN_006daee0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	87
006daf40	FUN_006daf40	gamemisc	game_misc	_artifacts	role:artifact	86
006dafa0	FUN_006dafa0	gamemisc	game_misc	Unsorted_005	none	643
006db230	FUN_006db230	gamemisc	game_misc	Unsorted_005	none	575
006db470	FUN_006db470	gamemisc	game_misc	_artifacts	role:artifact	467
006db650	FUN_006db650	gamemisc	game_misc	_artifacts	role:artifact	583
006db8a0	FUN_006db8a0	gamemisc	game_misc	Unsorted_005	none	136
006db930	FUN_006db930	gamemisc	game_misc	Unsorted_005	none	1000
006dbd20	FUN_006dbd20	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	520
006dbf30	FUN_006dbf30	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	443
006dc0f0	FUN_006dc0f0	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	234
006dc210	FUN_006dc210	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	112
006dc280	FUN_006dc280	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	37
006dc2b0	FUN_006dc2b0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	763
006dc5c0	FUN_006dc5c0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	3811
006dd4b0	empty_stub_6dd4b0	gamemisc	game_misc	_helpers_stub	role:stub	65
006dd500	FUN_006dd500	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	533
006dd730	FUN_006dd730	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	345
006dd8b0	FUN_006dd8b0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	37
006dd8e0	FUN_006dd8e0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	428
006ddaa0	FUN_006ddaa0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	774
006dddb0	FUN_006dddb0	gamemisc	game_misc	_artifacts	role:artifact	41
006ddde0	FUN_006ddde0	gamemisc	game_misc	Unsorted_005	none	531
006de000	FUN_006de000	gamemisc	game_misc	Unsorted_005	none	695
006de2c0	FUN_006de2c0	gamemisc	game_misc	Unsorted_005	none	368
006de430	FUN_006de430	gamemisc	game_misc	_artifacts	role:artifact	147
006de4d0	FUN_006de4d0	gamemisc	game_misc	Unsorted_005	none	188
006de5c0	FUN_006de5c0	gamemisc	game_misc	_artifacts	role:artifact	74
006de610	FUN_006de610	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	650
006de900	FUN_006de900	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	812
006dec50	compute_6dec50	gamemisc	game_misc	_helpers_computed	role:computed	19
006dec70	FUN_006dec70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	454
006dee70	FUN_006dee70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	37
006deea0	FUN_006deea0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	37
006deed0	FUN_006deed0	gamemisc	game_misc	Unsorted_005	none	1494
006df4c0	FUN_006df4c0	gamemisc	game_misc	Unsorted_005	none	164
006df570	FUN_006df570	gamemisc	game_misc	Unsorted_005	none	1555
006dfba0	FUN_006dfba0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	142
006dfc30	FUN_006dfc30	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	312
006dfd70	FUN_006dfd70	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	53
006dfdb0	FUN_006dfdb0	gamemisc	game_misc	Unsorted_005	none	477
006dff90	FUN_006dff90	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	242
006e0090	FUN_006e0090	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	93
006e00f0	FUN_006e00f0	gamemisc	game_misc	_indirect_vfunc	role:vfunc-indirect	34
006e0120	FUN_006e0120	gamemisc	game_misc	_artifacts	role:artifact	37
006e0150	FUN_006e0150	gamemisc	game_misc	Unsorted_005	none	549
006e0390	FUN_006e0390	gamemisc	game_misc	Unsorted_005	none	828
006e03a2	MSVCR110.DLL::libm_sse2_atan_precise	lib	_library	imports	import-ns	6
006e03b0	FUN_006e03b0	gamemisc	game_misc	Unsorted_005	none	416
006e0b70	___common_srl	gamemisc	game_misc	Unsorted_005	none	45
006e0ba0	___common_sll	gamemisc	game_misc	Unsorted_005	none	43
006e0bd0	FUN_006e0bd0	gamemisc	game_misc	Unsorted_005	none	752
006e0ec0	FUN_006e0ec0	gamemisc	game_misc	_artifacts	role:artifact	778
006e11d0	Unwind@006e11d0	lib	_library	eh_funclets	eh	8
006e11d8	Unwind@006e11d8	lib	_library	eh_funclets	eh	8
006e12c0	Unwind@006e12c0	lib	_library	eh_funclets	eh	29
006e12dd	Unwind@006e12dd	lib	_library	eh_funclets	eh	12
006e12e9	Unwind@006e12e9	lib	_library	eh_funclets	eh	9
006e1330	Unwind@006e1330	lib	_library	eh_funclets	eh	11
006e133b	Unwind@006e133b	lib	_library	eh_funclets	eh	11
006e1346	Unwind@006e1346	lib	_library	eh_funclets	eh	11
006e1351	Unwind@006e1351	lib	_library	eh_funclets	eh	11
006e135c	Unwind@006e135c	lib	_library	eh_funclets	eh	11
006e1367	Unwind@006e1367	lib	_library	eh_funclets	eh	11
006e1372	Unwind@006e1372	lib	_library	eh_funclets	eh	11
006e13a0	Unwind@006e13a0	lib	_library	eh_funclets	eh	8
006e13d0	Unwind@006e13d0	lib	_library	eh_funclets	eh	8
006e1400	Unwind@006e1400	lib	_library	eh_funclets	eh	8
006e1450	Unwind@006e1450	lib	_library	eh_funclets	eh	8
006e1480	Unwind@006e1480	lib	_library	eh_funclets	eh	8
006e14b0	Unwind@006e14b0	lib	_library	eh_funclets	eh	8
006e14e0	Unwind@006e14e0	lib	_library	eh_funclets	eh	8
006e1510	Unwind@006e1510	lib	_library	eh_funclets	eh	8
006e1540	Unwind@006e1540	lib	_library	eh_funclets	eh	8
006e1548	Unwind@006e1548	lib	_library	eh_funclets	eh	17
006e1559	Unwind@006e1559	lib	_library	eh_funclets	eh	17
006e1590	Unwind@006e1590	lib	_library	eh_funclets	eh	8
006e15c0	Unwind@006e15c0	lib	_library	eh_funclets	eh	8
006e15f0	Unwind@006e15f0	lib	_library	eh_funclets	eh	8
006e15f8	Unwind@006e15f8	lib	_library	eh_funclets	eh	8
006e1620	Unwind@006e1620	lib	_library	eh_funclets	eh	8
006e1628	Unwind@006e1628	lib	_library	eh_funclets	eh	8
006e1650	Unwind@006e1650	lib	_library	eh_funclets	eh	8
006e1680	Unwind@006e1680	lib	_library	eh_funclets	eh	8
006e16b0	Unwind@006e16b0	lib	_library	eh_funclets	eh	8
006e16b8	Unwind@006e16b8	lib	_library	eh_funclets	eh	8
006e16e0	Unwind@006e16e0	lib	_library	eh_funclets	eh	8
006e16e8	Unwind@006e16e8	lib	_library	eh_funclets	eh	8
006e1710	Unwind@006e1710	lib	_library	eh_funclets	eh	8
006e1718	Unwind@006e1718	lib	_library	eh_funclets	eh	8
006e1720	Unwind@006e1720	lib	_library	eh_funclets	eh	8
006e1728	Unwind@006e1728	lib	_library	eh_funclets	eh	17
006e1739	Unwind@006e1739	lib	_library	eh_funclets	eh	17
006e1770	Unwind@006e1770	lib	_library	eh_funclets	eh	8
006e1778	Unwind@006e1778	lib	_library	eh_funclets	eh	8
006e1780	Unwind@006e1780	lib	_library	eh_funclets	eh	17
006e1791	Unwind@006e1791	lib	_library	eh_funclets	eh	17
006e17c0	Unwind@006e17c0	lib	_library	eh_funclets	eh	8
006e17f0	Unwind@006e17f0	lib	_library	eh_funclets	eh	8
006e17f8	Unwind@006e17f8	lib	_library	eh_funclets	eh	8
006e1830	Unwind@006e1830	lib	_library	eh_funclets	eh	26
006e184a	Unwind@006e184a	lib	_library	eh_funclets	eh	12
006e1856	Unwind@006e1856	lib	_library	eh_funclets	eh	12
006e1862	Unwind@006e1862	lib	_library	eh_funclets	eh	11
006e18a0	Unwind@006e18a0	lib	_library	eh_funclets	eh	8
006e18a8	Unwind@006e18a8	lib	_library	eh_funclets	eh	8
006e18b0	Unwind@006e18b0	lib	_library	eh_funclets	eh	17
006e18c1	Unwind@006e18c1	lib	_library	eh_funclets	eh	17
006e18f0	Unwind@006e18f0	lib	_library	eh_funclets	eh	11
006e18fb	Unwind@006e18fb	lib	_library	eh_funclets	eh	11
006e1930	Unwind@006e1930	lib	_library	eh_funclets	eh	11
006e1960	Unwind@006e1960	lib	_library	eh_funclets	eh	8
006e1990	Unwind@006e1990	lib	_library	eh_funclets	eh	8
006e1998	Unwind@006e1998	lib	_library	eh_funclets	eh	8
006e19a0	Unwind@006e19a0	lib	_library	eh_funclets	eh	8
006e19d0	Unwind@006e19d0	lib	_library	eh_funclets	eh	8
006e19d8	Unwind@006e19d8	lib	_library	eh_funclets	eh	8
006e1a00	Unwind@006e1a00	lib	_library	eh_funclets	eh	9
006e1a30	Unwind@006e1a30	lib	_library	eh_funclets	eh	29
006e1a4d	Unwind@006e1a4d	lib	_library	eh_funclets	eh	12
006e1a59	Unwind@006e1a59	lib	_library	eh_funclets	eh	9
006e1a80	Unwind@006e1a80	lib	_library	eh_funclets	eh	8
006e1a88	Unwind@006e1a88	lib	_library	eh_funclets	eh	8
006e1ad0	Unwind@006e1ad0	lib	_library	eh_funclets	eh	35
006e1af3	Unwind@006e1af3	lib	_library	eh_funclets	eh	12
006e1aff	Unwind@006e1aff	lib	_library	eh_funclets	eh	12
006e1b0b	Unwind@006e1b0b	lib	_library	eh_funclets	eh	11
006e1b16	Unwind@006e1b16	lib	_library	eh_funclets	eh	11
006e1b21	Unwind@006e1b21	lib	_library	eh_funclets	eh	11
006e1b2c	Unwind@006e1b2c	lib	_library	eh_funclets	eh	11
006e1b37	Unwind@006e1b37	lib	_library	eh_funclets	eh	11
006e1b42	Unwind@006e1b42	lib	_library	eh_funclets	eh	11
006e1b4d	Unwind@006e1b4d	lib	_library	eh_funclets	eh	11
006e1b58	Unwind@006e1b58	lib	_library	eh_funclets	eh	11
006e1b63	Unwind@006e1b63	lib	_library	eh_funclets	eh	11
006e1b6e	Unwind@006e1b6e	lib	_library	eh_funclets	eh	11
006e1b79	Unwind@006e1b79	lib	_library	eh_funclets	eh	11
006e1b84	Unwind@006e1b84	lib	_library	eh_funclets	eh	11
006e1b8f	Unwind@006e1b8f	lib	_library	eh_funclets	eh	11
