addr	name	kind	module	class	attributed_by	size
004869d0	FUN_004869d0	gamemisc	control	Helpers	caller-vote	69
00486a20	FUN_00486a20	gamemisc	control	Helpers	caller-vote	309
00486b60	FUN_00486b60	gamemisc	game_misc	_artifacts	role:artifact	55
00486ba0	FUN_00486ba0	gamemisc	world	Helpers	caller-vote	292
00486d00	FUN_00486d00	gamemisc	game_misc	Unsorted_000	none	949
004870c0	FUN_004870c0	gamemisc	game_misc	_artifacts	role:artifact	45
004870f0	FUN_004870f0	gamemisc	control	Helpers	caller-vote	194
00487179	Catch_All@00487179	lib	_library	eh_funclets	eh	29
004871e0	FUN_004871e0	gamemisc	engine	Unsorted	logic:caller-vote	112
00487250	FUN_00487250	gamemisc	game_misc	Unsorted_000	none	275
00487363	Catch_All@00487363	lib	_library	eh_funclets	eh	17
00487380	FUN_00487380	gamemisc	game_misc	Unsorted_000	none	240
00487470	Catch_All@00487470	lib	_library	eh_funclets	eh	17
00487490	FUN_00487490	gamemisc	control	Helpers	caller-vote	7
004874a0	FUN_004874a0	gamemisc	game_misc	Unsorted_000	none	127
00487520	FUN_00487520	gamemisc	control	Helpers	caller-vote	873
004878a0	FUN_004878a0	gamemisc	control	Unsorted	logic:caller-vote	1262
00487da0	GameController_getVoxelColumn8	game	world	Proven	ledger	133
00487e30	FUN_00487e30	gamemisc	world	Helpers	caller-vote	38
00487e60	FUN_00487e60	gamemisc	control	Helpers	caller-vote	27
00487e80	FUN_00487e80	gamemisc	control	Helpers	caller-vote	16
00487e90	FUN_00487e90	gamemisc	control	Helpers	caller-vote	16
00487ea0	FUN_00487ea0	gamemisc	control	_helpers_dtor-like	role:dtor-like	173
00487f50	compute_487f50	gamemisc	game_misc	_helpers_computed	role:computed	9
00487f60	compute_487f60	gamemisc	game_misc	_helpers_computed	role:computed	9
00487f70	FUN_00487f70	gamemisc	control	Helpers	caller-vote	14
00487f80	FUN_00487f80	gamemisc	control	Helpers	caller-vote	85
00487fe0	FUN_00487fe0	gamemisc	control	Helpers	caller-vote	7
00487ff0	FUN_00487ff0	gamemisc	control	_helpers_wrapper	role:wrapper	55
00488030	FUN_00488030	gamemisc	control	Helpers	caller-vote	673
004882e0	FUN_004882e0	gamemisc	control	Helpers	caller-vote	1708
004889e0	GameController_updateSelectedEntity	game	entity	Proven	ledger	412
00488b80	FUN_00488b80	gamemisc	control	Helpers	caller-vote	7
00488b90	FUN_00488b90	gamemisc	control	Helpers	caller-vote	20
00488bb0	mutator_488bb0	gamemisc	game_misc	_helpers_mutator	role:mutator	20
00488bd0	FUN_00488bd0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	46
00488c00	FUN_00488c00	gamemisc	game_misc	_helpers_wrapper	role:wrapper	111
00488c70	FUN_00488c70	gamemisc	game_misc	_artifacts	role:artifact	141
00488d00	FUN_00488d00	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	89
00488d60	FUN_00488d60	gamemisc	control	Helpers	caller-vote	226
00488e50	FUN_00488e50	gamemisc	control	Helpers	caller-vote	144
00488ee0	cube::GameController::vfunction11	game	control	GameController	rtti	61417
00498d0b	FUN_00498d0b	gamemisc	control	_indirect_callback	role:callback	10740
0049be00	FUN_0049be00	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	59
0049be3b	FUN_0049be3b	gamemisc	game_misc	_helpers_wrapper	role:wrapper	28
0049be57	FUN_0049be57	gamemisc	game_misc	_helpers_wrapper	role:wrapper	28
0049be73	FUN_0049be73	gamemisc	game_misc	_indirect_dispatch-target	role:dispatch-target	28
0049bf44	FUN_0049bf44	gamemisc	game_misc	Unsorted_000	none	5184
0049d650	FUN_0049d650	gamemisc	control	Helpers	caller-vote	696
0049d910	cube::ChunkBuffer::~ChunkBuffer	game	world	ChunkBuffer	rtti	15044
004a14c0	FUN_004a14c0	gamemisc	control	Unsorted	logic:caller-vote	1224
004a19d0	FUN_004a19d0	gamemisc	control	Unsorted	logic:caller-vote	1134
004a1e50	FUN_004a1e50	gamemisc	control	Helpers	caller-vote	1128
004a2300	FUN_004a2300	gamemisc	control	Unsorted	logic:caller-vote	195
004a23d0	FUN_004a23d0	gamemisc	control	Unsorted	logic:caller-vote	912
004a2780	FUN_004a2780	gamemisc	control	Helpers	caller-vote	231
004a2870	FUN_004a2870	gamemisc	control	Unsorted	logic:caller-vote	77
004a28c0	std::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>::basic_stringstream<wchar_t,std::char_traits<wchar_t>,std::allocator<wchar_t>_>_Constructor_or_Destructor	lib	_library	stl	stl-ns	11670
004a5710	GameController_load_skill_tooltip	game	control	Proven	ledger	2785
004a62c0	GameController_load_specialization_text	game	control	Proven	ledger	1934
004a6ad0	FUN_004a6ad0	gamemisc	world	Helpers	caller-vote	121
004a6b50	FUN_004a6b50	gamemisc	control	Helpers	caller-vote	9118
004a8ef0	FUN_004a8ef0	gamemisc	world	Helpers	caller-vote	38
004a8f20	FUN_004a8f20	gamemisc	control	Helpers	caller-vote	20
004a8f40	FUN_004a8f40	gamemisc	game_misc	Unsorted_000	none	70
004a8f90	FUN_004a8f90	gamemisc	control	Helpers	caller-vote	159
004a9030	FUN_004a9030	gamemisc	game_misc	Unsorted_000	none	211
004a9110	FUN_004a9110	gamemisc	game_misc	Unsorted_000	none	227
004a9200	FUN_004a9200	gamemisc	control	Helpers	caller-vote	287
004a9320	FUN_004a9320	gamemisc	control	Helpers	caller-vote	150
004a93c0	FUN_004a93c0	gamemisc	game_misc	Unsorted_000	none	161
004a9470	FUN_004a9470	gamemisc	game_misc	Unsorted_000	none	164
004a9520	FUN_004a9520	gamemisc	control	Helpers	caller-vote	387
004a96b0	FUN_004a96b0	gamemisc	control	Helpers	caller-vote	211
004a9790	FUN_004a9790	gamemisc	game_misc	Unsorted_000	none	302
004a98d0	FUN_004a98d0	gamemisc	game_misc	Unsorted_000	none	290
004a9a00	FUN_004a9a00	gamemisc	control	Helpers	caller-vote	195
004a9ad0	FUN_004a9ad0	gamemisc	game_misc	Unsorted_000	none	128
004a9b50	FUN_004a9b50	gamemisc	game_misc	Unsorted_000	none	146
004a9bf0	FUN_004a9bf0	gamemisc	control	Helpers	caller-vote	438
004a9db0	FUN_004a9db0	gamemisc	game_misc	Unsorted_000	none	173
004a9e60	FUN_004a9e60	gamemisc	game_misc	Unsorted_000	none	153
004a9f00	FUN_004a9f00	gamemisc	control	Helpers	caller-vote	450
004aa0d0	FUN_004aa0d0	gamemisc	control	Helpers	caller-vote	131
004aa160	FUN_004aa160	gamemisc	control	Helpers	caller-vote	242
004aa260	FUN_004aa260	gamemisc	control	Helpers	caller-vote	232
004aa350	FUN_004aa350	gamemisc	game_misc	Unsorted_000	none	310
004aa490	FUN_004aa490	gamemisc	game_misc	Unsorted_000	none	232
004aa580	FUN_004aa580	gamemisc	control	Helpers	caller-vote	314
004aa6c0	FUN_004aa6c0	gamemisc	control	Helpers	caller-vote	82
004aa720	FUN_004aa720	gamemisc	game_misc	Unsorted_000	none	151
004aa7c0	FUN_004aa7c0	gamemisc	game_misc	Unsorted_000	none	122
004aa840	FUN_004aa840	gamemisc	control	Helpers	caller-vote	307
004aa980	FUN_004aa980	gamemisc	control	Helpers	caller-vote	577
004aabd0	FUN_004aabd0	gamemisc	game_misc	Unsorted_000	none	715
004aaeb0	FUN_004aaeb0	gamemisc	game_misc	Unsorted_000	none	707
004ab190	FUN_004ab190	gamemisc	control	Helpers	caller-vote	1736
004ab870	FUN_004ab870	gamemisc	game_misc	Unsorted_000	none	50
004ab8b0	FUN_004ab8b0	gamemisc	control	Unsorted	logic:caller-vote	132
004ab940	FUN_004ab940	gamemisc	control	Helpers	caller-vote	204
004aba0c	Catch_All@004aba0c	lib	_library	eh_funclets	eh	17
004aba20	FUN_004aba20	gamemisc	control	Helpers	caller-vote	73
004aba70	FUN_004aba70	gamemisc	control	Helpers	caller-vote	32
004aba90	fwd_004aa350_4aba90	gamemisc	game_misc	_helpers_thunk	role:thunk	45
004abac0	fwd_004aa490_4abac0	gamemisc	game_misc	_helpers_thunk	role:thunk	32
004abae0	FUN_004abae0	gamemisc	control	Helpers	caller-vote	46
004abb10	FUN_004abb10	gamemisc	control	Helpers	caller-vote	233
004abc00	FUN_004abc00	gamemisc	game_misc	Unsorted_000	none	16
004abc10	FUN_004abc10	gamemisc	control	Helpers	caller-vote	18
004abc30	compute_4abc30	gamemisc	game_misc	_helpers_computed	role:computed	6
004abc40	FUN_004abc40	gamemisc	control	Helpers	caller-vote	22
004abc60	FUN_004abc60	gamemisc	game_misc	Unsorted_000	none	19
004abc80	FUN_004abc80	gamemisc	control	Helpers	caller-vote	19
004abca0	FUN_004abca0	gamemisc	game_misc	Unsorted_000	none	19
004abcc0	FUN_004abcc0	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	201
004abd8f	Catch_All@004abd8f	lib	_library	eh_funclets	eh	8
004abdb0	FUN_004abdb0	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	185
004abe6c	Catch_All@004abe6c	lib	_library	eh_funclets	eh	8
004abe90	FUN_004abe90	gamemisc	control	Helpers	caller-vote	206
004abf64	Catch_All@004abf64	lib	_library	eh_funclets	eh	8
004abf80	FUN_004abf80	gamemisc	game_misc	Unsorted_000	none	159
004ac020	FUN_004ac020	gamemisc	game_misc	Unsorted_000	none	115
004ac0a0	FUN_004ac0a0	gamemisc	control	Helpers	caller-vote	162
004ac150	FUN_004ac150	gamemisc	control	Helpers	caller-vote	247
004ac260	cube::GameController::vfunction12	game	control	GameController	rtti	24384
004b21f3	FUN_004b21f3	gamemisc	game_misc	_indirect_callback	role:callback	5018
004b39e0	FUN_004b39e0	gamemisc	game_misc	Unsorted_000	none	29233
004bbd80	FUN_004bbd80	gamemisc	game_misc	Unsorted_000	none	2502
004bc760	FUN_004bc760	gamemisc	game_misc	Unsorted_000	none	2556
004bd160	FUN_004bd160	gamemisc	game_misc	Unsorted_000	none	5601
004be760	FUN_004be760	gamemisc	game_misc	Unsorted_000	none	7509
004c04c0	FUN_004c04c0	gamemisc	game_misc	_artifacts	role:artifact	2548
004c0ec0	compute_4c0ec0	gamemisc	game_misc	_helpers_computed	role:computed	8
004c0ed0	mutator_4c0ed0	gamemisc	game_misc	_helpers_mutator	role:mutator	27
004c0ef0	perlinNoise2D_cosInterp	game	world	Proven	ledger	522
004c1100	FUN_004c1100	gamemisc	control	Helpers	caller-vote	139
004c1190	FUN_004c1190	gamemisc	game_misc	Unsorted_000	none	95
004c11f0	FUN_004c11f0	gamemisc	control	Helpers	caller-vote	248
004c12f0	FUN_004c12f0	gamemisc	game_misc	Unsorted_000	none	480
004c14d0	FUN_004c14d0	gamemisc	control	Helpers	caller-vote	23
004c14f0	FUN_004c14f0	gamemisc	control	Helpers	caller-vote	30
004c1510	FUN_004c1510	gamemisc	world	Helpers	caller-vote	1265
004c1a10	FUN_004c1a10	gamemisc	control	Helpers	caller-vote	123
004c1a90	FUN_004c1a90	gamemisc	control	Helpers	caller-vote	252
004c1bb0	FUN_004c1bb0	gamemisc	control	Helpers	caller-vote	964
004c1f80	cube::InventoryWidget::~InventoryWidget	game	ui	InventoryWidget	rtti	82
004c2010	cube::InventoryWidget::deleting_destructor_for_NamedObject	game	ui	InventoryWidget	rtti	30
004c2040	plasma::Widget::MemberFunctionConnection<cube::CharacterStyleWidget>::vfunction1	game	engine	MemberFunctionConnection	rtti	13
004c2050	cube::InventoryWidget::deleting_destructor_for_NamedObject	game	ui	InventoryWidget	rtti	14295
004c59a0	cube::CharacterPreviewWidget::vfunction6_for_NamedObject	game	ui	CharacterPreviewWidget	rtti	87
004c5a00	FUN_004c5a00	gamemisc	control	_indirect_callback	role:callback	86
004c5a60	FUN_004c5a60	gamemisc	control	_indirect_callback	role:callback	328
004c5bb0	FUN_004c5bb0	gamemisc	control	_indirect_callback	role:callback	401
004c5d50	cube::InventoryWidget::vfunction11_for_NamedObject	game	ui	InventoryWidget	rtti	909
004c60f0	FUN_004c60f0	gamemisc	control	_indirect_callback	role:callback	74
004c6140	FUN_004c6140	gamemisc	control	Helpers	caller-vote	489
004c6350	FUN_004c6350	gamemisc	control	Unsorted	logic:caller-vote	358
004c64c0	FUN_004c64c0	gamemisc	control	Unsorted	logic:caller-vote	333
004c6610	FUN_004c6610	gamemisc	control	Helpers	caller-vote	401
004c67b0	FUN_004c67b0	gamemisc	world	Unsorted	logic:caller-vote	61
004c67f0	FUN_004c67f0	gamemisc	world	Unsorted	logic:caller-vote	75
004c6840	FUN_004c6840	gamemisc	world	_helpers_dtor-like	role:dtor-like	219
004c691e	Catch_All@004c691e	lib	_library	eh_funclets	eh	8
004c6940	FUN_004c6940	gamemisc	world	Unsorted	logic:caller-vote	111
004c69b0	FUN_004c69b0	gamemisc	control	Helpers	caller-vote	222
004c6a90	item_computeBlockValue	gamemisc	entity	Proven	ledger	197
004c6b80	FUN_004c6b80	gamemisc	entity	Unsorted	logic:caller-vote	26
004c6ba0	FUN_004c6ba0	gamemisc	ui	Helpers	caller-vote	286
004c6cc0	FUN_004c6cc0	gamemisc	control	Helpers	caller-vote	322
004c6e10	item_computeValue	gamemisc	entity	Proven	ledger	221
004c6f20	FUN_004c6f20	gamemisc	control	Helpers	caller-vote	288
004c70b0	item_computeStat_armor	gamemisc	entity	Proven	ledger	260
004c71c0	FUN_004c71c0	gamemisc	control	Helpers	caller-vote	139
004c7250	FUN_004c7250	gamemisc	game_misc	Unsorted_000	none	858
004c7660	FUN_004c7660	gamemisc	ui	Helpers	caller-vote	60
004c76a0	FUN_004c76a0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	61
004c76e0	item_valueByType	game	entity	Proven	ledger	282
004c7830	FUN_004c7830	gamemisc	render	Helpers	caller-vote	132
004c78c0	Item_compute_value	game	entity	Proven	ledger	232
004c79b0	FUN_004c79b0	gamemisc	control	Helpers	caller-vote	221
004c7a90	FUN_004c7a90	gamemisc	control	Helpers	caller-vote	87
004c7af0	item_computeStat_variant2	gamemisc	entity	Proven	ledger	185
004c7be0	FUN_004c7be0	gamemisc	ui	Unsorted	logic:caller-vote	30
004c7c00	FUN_004c7c00	gamemisc	control	Unsorted	logic:caller-vote	275
004c7d20	FUN_004c7d20	gamemisc	ui	Helpers	caller-vote	321
004c7e80	FUN_004c7e80	gamemisc	world	Unsorted	logic:caller-vote	80
004c7ed0	FUN_004c7ed0	gamemisc	world	_indirect_callback	role:callback	143
004c7f60	item_weaponDamage	game	entity	Proven	ledger	428
004c8130	cube::LookAtPlayerBehavior::LookAtPlayerBehavior	game	ai	LookAtPlayerBehavior	rtti	9
004c8140	cube::LookAtPlayerBehavior::vfunction1	game	ai	LookAtPlayerBehavior	rtti	646
004c83d0	cube::LookAtPlayerBehavior::vfunction2	game	ai	LookAtPlayerBehavior	rtti	24
004c83f0	FUN_004c83f0	gamemisc	game_misc	_indirect_callback	role:callback	240
004c85f0	App_render_frame	game	render	Proven	ledger	304
004c8720	FUN_004c8720	gamemisc	game_misc	Unsorted_000	none	530
004c8940	App_reset_device	game	game_misc	Game	ledger	401
004c8ae0	WinMain	game	game_misc	Game	ledger	2647
004c9550	FUN_004c9550	gamemisc	game_misc	_helpers_wrapper	role:wrapper	36
004c9580	FUN_004c9580	gamemisc	game_misc	_helpers_wrapper	role:wrapper	32
004c95a0	FUN_004c95a0	gamemisc	control	Helpers	caller-vote	154
004c9640	FUN_004c9640	gamemisc	game_misc	Unsorted_000	none	55
004c9680	cube::MapOverlayWidget::scalar_deleting_destructor	game	ui	MapOverlayWidget	rtti	6619
004cb080	FUN_004cb080	gamemisc	world	Helpers	caller-vote	56
004cb0c0	FUN_004cb0c0	gamemisc	world	Unsorted	logic:caller-vote	62
004cb100	FUN_004cb100	gamemisc	game_misc	_helpers_ctor-like	role:ctor-like	273
004cb220	FUN_004cb220	gamemisc	control	_helpers_dtor-like	role:dtor-like	108
004cb290	FUN_004cb290	gamemisc	game_misc	_helpers_wrapper	role:wrapper	37
004cb2b5	std::basic_ofstream<char,std::char_traits<char>_>::vfunction1	lib	_library	stl	stl-ns	8
004cb2c0	FUN_004cb2c0	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	62
004cb301	std::basic_ofstream<char,std::char_traits<char>_>::vfunction3	lib	_library	stl	stl-ns	12
004cb310	FUN_004cb310	gamemisc	world	Helpers	caller-vote	194
004cb3d8	Catch_All@004cb3d8	lib	_library	eh_funclets	eh	8
004cb3f0	FUN_004cb3f0	gamemisc	world	Helpers	caller-vote	153
004cb490	FUN_004cb490	gamemisc	world	Helpers	caller-vote	243
004cb583	Catch_All@004cb583	lib	_library	eh_funclets	eh	17
004cb5a0	FUN_004cb5a0	gamemisc	world	Helpers	caller-vote	40
004cb5d0	FUN_004cb5d0	gamemisc	game_misc	Unsorted_000	none	147
004cb670	FUN_004cb670	gamemisc	game_misc	Unsorted_000	none	149
004cb710	FUN_004cb710	gamemisc	game_misc	Unsorted_000	none	147
004cb7b0	FUN_004cb7b0	gamemisc	game_misc	Unsorted_000	none	154
004cb850	FUN_004cb850	gamemisc	game_misc	Unsorted_000	none	212
004cb930	FUN_004cb930	gamemisc	game_misc	Unsorted_001	none	151
004cb9d0	FUN_004cb9d0	gamemisc	game_misc	Unsorted_001	none	151
004cba70	FUN_004cba70	gamemisc	game_misc	Unsorted_001	none	151
004cbb10	FUN_004cbb10	gamemisc	game_misc	Unsorted_001	none	176
004cbbc0	FUN_004cbbc0	gamemisc	game_misc	Unsorted_001	none	178
004cbc80	FUN_004cbc80	gamemisc	game_misc	Unsorted_001	none	185
004cbd40	FUN_004cbd40	gamemisc	game_misc	Unsorted_001	none	155
004cbde0	FUN_004cbde0	gamemisc	game_misc	Unsorted_001	none	109
004cbe50	FUN_004cbe50	gamemisc	game_misc	Unsorted_001	none	113
004cbed0	FUN_004cbed0	gamemisc	game_misc	Unsorted_001	none	112
004cbf40	FUN_004cbf40	gamemisc	game_misc	Unsorted_001	none	113
004cbfc0	FUN_004cbfc0	gamemisc	game_misc	Unsorted_001	none	110
004cc030	FUN_004cc030	gamemisc	game_misc	Unsorted_001	none	113
004cc0b0	FUN_004cc0b0	gamemisc	game_misc	Unsorted_001	none	132
004cc140	FUN_004cc140	gamemisc	game_misc	Unsorted_001	none	113
004cc1c0	FUN_004cc1c0	gamemisc	game_misc	Unsorted_001	none	128
004cc240	FUN_004cc240	gamemisc	game_misc	Unsorted_001	none	113
004cc2c0	FUN_004cc2c0	gamemisc	game_misc	Unsorted_001	none	128
004cc340	FUN_004cc340	gamemisc	game_misc	Unsorted_001	none	113
004cc3c0	FUN_004cc3c0	gamemisc	game_misc	Unsorted_001	none	128
004cc440	FUN_004cc440	gamemisc	game_misc	Unsorted_001	none	113
004cc4c0	FUN_004cc4c0	gamemisc	game_misc	Unsorted_001	none	113
004cc540	FUN_004cc540	gamemisc	game_misc	Unsorted_001	none	121
004cc5c0	FUN_004cc5c0	gamemisc	game_misc	Unsorted_001	none	136
004cc650	FUN_004cc650	gamemisc	game_misc	Unsorted_001	none	113
004cc6d0	FUN_004cc6d0	gamemisc	game_misc	Unsorted_001	none	114
004cc750	FUN_004cc750	gamemisc	game_misc	Unsorted_001	none	113
004cc7d0	FUN_004cc7d0	gamemisc	control	Helpers	caller-vote	43
004cc800	FUN_004cc800	gamemisc	game_misc	Unsorted_001	none	50
004cc840	FUN_004cc840	gamemisc	game_misc	Unsorted_001	none	607
004ccaa0	FUN_004ccaa0	gamemisc	game_misc	Unsorted_001	none	330
004ccbf0	FUN_004ccbf0	gamemisc	control	Unsorted	logic:caller-vote	54
004ccc30	FUN_004ccc30	gamemisc	game_misc	Unsorted_001	none	186
004cccf0	FUN_004cccf0	gamemisc	game_misc	Unsorted_001	none	176
004ccda0	FUN_004ccda0	gamemisc	game_misc	Unsorted_001	none	125
004cce20	FUN_004cce20	gamemisc	game_misc	Unsorted_001	none	113
004ccea0	FUN_004ccea0	gamemisc	game_misc	Unsorted_001	none	119
004ccf20	FUN_004ccf20	gamemisc	game_misc	Unsorted_001	none	113
004ccfa0	FUN_004ccfa0	gamemisc	game_misc	_artifacts	role:artifact	1074
004cd3e0	FUN_004cd3e0	gamemisc	game_misc	_artifacts	role:artifact	1725
004cdaa0	FUN_004cdaa0	gamemisc	game_misc	Unsorted_001	none	1726
004ce180	FUN_004ce180	gamemisc	control	Helpers	caller-vote	184
004ce240	cube::ObjectiveWidget::vfunction1_for_NamedObject	game	ui	ObjectiveWidget	rtti	48
004ce2a0	FUN_004ce2a0	gamemisc	game_misc	_helpers_ctor-like	role:ctor-like	313
004ce3d9	Catch_All@004ce3d9	lib	_library	eh_funclets	eh	26
004ce3f9	FUN_004ce3f9	gamemisc	game_misc	Unsorted_001	none	102
004ce460	FUN_004ce460	gamemisc	game_misc	_helpers_dtor-like	role:dtor-like	239
004ce550	FUN_004ce550	gamemisc	control	_helpers_ctor-like	role:ctor-like	264
004ce660	FUN_004ce660	gamemisc	control	Helpers	caller-vote	86
004ce6c0	vdispatch_4ce6c0	gamemisc	game_misc	_helpers_dispatch	role:dispatch	21
004ce6e0	FUN_004ce6e0	gamemisc	game_misc	Unsorted_001	none	2183
004cef80	FUN_004cef80	gamemisc	control	Unsorted	logic:caller-vote	663
004cf220	FUN_004cf220	gamemisc	control	Helpers	caller-vote	123
004cf2a0	FUN_004cf2a0	gamemisc	control	Helpers	caller-vote	252
004cf3c0	FUN_004cf3c0	gamemisc	control	Helpers	caller-vote	3610
004d0230	cube::OptionsWidget::deleting_destructor_for_NamedObject	game	ui	OptionsWidget	rtti	16733
004d4650	FUN_004d4650	gamemisc	control	_helpers_wrapper	role:wrapper	55
004d46d0	cube::OptionsWidget::vfunction11_for_NamedObject	game	ui	OptionsWidget	rtti	1491
004d4cb0	FUN_004d4cb0	gamemisc	control	_indirect_callback	role:callback	98
004d4d20	FUN_004d4d20	gamemisc	control	_indirect_callback	role:callback	114
004d4de0	FUN_004d4de0	gamemisc	control	Helpers	caller-vote	294
004d4f10	FUN_004d4f10	gamemisc	control	Helpers	caller-vote	252
004d5010	cube::PreviewWidget::~PreviewWidget	game	ui	PreviewWidget	rtti	67
004d5070	cube::PreviewWidget::deleting_destructor_for_NamedObject	game	ui	PreviewWidget	rtti	30
004d50a0	cube::PreviewWidget::deleting_destructor_for_NamedObject	game	ui	PreviewWidget	rtti	5665
004d6c20	compute_4d6c20	gamemisc	game_misc	_helpers_computed	role:computed	10
004d6c30	MSVCR110.DLL::free	lib	_library	imports	import-ns	6
004d6c40	FUN_004d6c40	gamemisc	game_misc	Unsorted_001	none	112
004d6cb0	FUN_004d6cb0	gamemisc	game_misc	Unsorted_001	none	82
004d6d10	fwd_004d72f0_4d6d10	gamemisc	game_misc	_helpers_thunk	role:thunk	25
004d6d30	thunk_FUN_004d77d0	gamemisc	game_misc	_helpers_dispatch	role:dispatch	5
004d6d40	FUN_004d6d40	gamemisc	game_misc	Unsorted_001	none	32
004d6d60	compute_4d6d60	gamemisc	game_misc	_helpers_computed	role:computed	10
004d6d70	FUN_004d6d70	gamemisc	game_misc	Unsorted_001	none	27
004d6d90	FUN_004d6d90	gamemisc	game_misc	Unsorted_001	none	137
004d6e20	FUN_004d6e20	gamemisc	game_misc	Unsorted_001	none	114
004d6ea0	FUN_004d6ea0	gamemisc	game_misc	Unsorted_001	none	110
004d6f10	FUN_004d6f10	gamemisc	game_misc	Unsorted_001	none	67
004d6f60	FUN_004d6f60	gamemisc	game_misc	Unsorted_001	none	128
004d6fe0	FUN_004d6fe0	gamemisc	game_misc	Unsorted_001	none	64
004d7020	FUN_004d7020	gamemisc	game_misc	Unsorted_001	none	128
004d70a0	FUN_004d70a0	gamemisc	game_misc	Unsorted_001	none	38
004d70d0	FUN_004d70d0	gamemisc	game_misc	Unsorted_001	none	128
004d7150	FUN_004d7150	gamemisc	game_misc	Unsorted_001	none	54
004d7190	FUN_004d7190	gamemisc	game_misc	Unsorted_001	none	175
004d7240	vdispatch_4d7240	gamemisc	game_misc	_helpers_dispatch	role:dispatch	93
004d72a0	FUN_004d72a0	gamemisc	game_misc	Unsorted_001	none	77
004d72f0	FUN_004d72f0	gamemisc	game_misc	Unsorted_001	none	174
004d73a0	FUN_004d73a0	gamemisc	game_misc	Unsorted_001	none	94
004d7400	FUN_004d7400	gamemisc	game_misc	Unsorted_001	none	92
004d7460	FUN_004d7460	gamemisc	game_misc	Unsorted_001	none	130
004d74f0	FUN_004d74f0	gamemisc	game_misc	Unsorted_001	none	247
004d75f0	FUN_004d75f0	gamemisc	game_misc	Unsorted_001	none	464
004d77d0	FUN_004d77d0	gamemisc	game_misc	Unsorted_001	none	106
004d7840	FUN_004d7840	gamemisc	game_misc	Unsorted_001	none	21
004d7860	FUN_004d7860	gamemisc	game_misc	Unsorted_001	none	52
004d78a0	FUN_004d78a0	gamemisc	game_misc	Unsorted_001	none	336
004d79f0	FUN_004d79f0	gamemisc	game_misc	Unsorted_001	none	98
004d7a60	FUN_004d7a60	gamemisc	game_misc	Unsorted_001	none	84
004d7b00	FUN_004d7b00	gamemisc	game_misc	Unsorted_001	none	179
004d7bc0	FUN_004d7bc0	gamemisc	game_misc	Unsorted_001	none	19
004d7be0	FUN_004d7be0	gamemisc	game_misc	_indirect_callback	role:callback	69
004d7c30	FUN_004d7c30	gamemisc	game_misc	_helpers_ctor-like	role:ctor-like	172
004d7ce0	FUN_004d7ce0	gamemisc	game_misc	Unsorted_001	none	217
004d7dc0	FUN_004d7dc0	gamemisc	game_misc	_indirect_callback	role:callback	168
004d7e70	FUN_004d7e70	gamemisc	game_misc	Unsorted_001	none	1415
004d8410	FUN_004d8410	gamemisc	game_misc	Unsorted_001	none	241
004d8510	FUN_004d8510	gamemisc	game_misc	Unsorted_001	none	166
004d85c0	FUN_004d85c0	gamemisc	game_misc	Unsorted_001	none	112
004d8630	FUN_004d8630	gamemisc	game_misc	Unsorted_001	none	275
004d8750	FUN_004d8750	gamemisc	game_misc	_indirect_callback	role:callback	182
004d8810	FUN_004d8810	gamemisc	game_misc	_indirect_callback	role:callback	226
004d8900	FUN_004d8900	gamemisc	game_misc	Unsorted_001	none	869
004d8c70	FUN_004d8c70	gamemisc	game_misc	Unsorted_001	none	631
004d8ef0	FUN_004d8ef0	gamemisc	game_misc	_indirect_callback	role:callback	78
004d8f40	FUN_004d8f40	gamemisc	game_misc	_helpers_ctor-like	role:ctor-like	178
004d9000	FUN_004d9000	gamemisc	game_misc	_indirect_callback	role:callback	202
004d90d0	FUN_004d90d0	gamemisc	game_misc	_indirect_callback	role:callback	254
004d91d0	FUN_004d91d0	gamemisc	game_misc	_indirect_callback	role:callback	362
004d9340	FUN_004d9340	gamemisc	game_misc	_indirect_callback	role:callback	415
004d94e0	FUN_004d94e0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	60
004d9520	FUN_004d9520	gamemisc	game_misc	Unsorted_001	none	219
004d9600	FUN_004d9600	gamemisc	game_misc	Unsorted_001	none	232
004d96f0	FUN_004d96f0	gamemisc	game_misc	Unsorted_001	none	489
004d9950	FUN_004d9950	gamemisc	game_misc	Unsorted_001	none	228
004d9a40	FUN_004d9a40	gamemisc	game_misc	Unsorted_001	none	135
004d9ac7	Catch_All@004d9ac7	lib	_library	eh_funclets	eh	8
004d9ae0	FUN_004d9ae0	gamemisc	game_misc	_helpers_wrapper	role:wrapper	39
004d9b10	FUN_004d9b10	gamemisc	game_misc	Unsorted_001	none	116
004d9b90	FUN_004d9b90	gamemisc	game_misc	Unsorted_001	none	159
004d9c2f	Catch_All@004d9c2f	lib	_library	eh_funclets	eh	20
004d9c50	FUN_004d9c50	gamemisc	game_misc	Unsorted_001	none	511
004d9e50	FUN_004d9e50	gamemisc	game_misc	Unsorted_001	none	511
